,text,sentiment,label
110,"['@avochie', '@drivingmemadi', '@hsbc_uk', 'time', 'to', 'change', 'banks', 'considering', 'switching', 'myself', 'from', 'the', 'climate', 'trashing', 'hsbc', 'to', 'someone', 'more', 'environmentally', 'conscious']",negative,activism
111,"['@halifaxbank', 'fake', 'tweets', 'anyone', 'dealing', 'with', 'you', 'is', 'in', 'for', 'big', 'loses']",negative,service - general
112,"['@revolutapp', 'next', 'payday', 'i', 'will', 'send', 'that', 'songbird', 'i', 'owe', 'you', 'bro']",neutral,general
113,"['@monzo', 'how', 'do', 'i', 'order', 'a', 'replacement', 'card', 'in', 'coral', 'pink', 'instead', 'of', 'investor', 'blue', 'happy', 'to', 'be', 'an', 'investor', '-', 'but', 'i', 'want', 'my', 'pink', 'card']",positive,service - general
114,"['save', 'the', 'date', 'on', 'wednesday', '9', 'march', '2022', '@englandfootball', 'and', '@barclaysuk', 'are', 'putting', 'on', 'the', 'biggest', 'ever', 'football', 'session', 'for', 'girls', 'in', 'school', '-', 'letgirlsplay', 'schools', 'can', 'get', 'involved', 'and', 'download', 'free', 'resources', 'here', 'https://t', 'co/knt6ijvbm1', 'https://t', 'co/5owdk24lky']",positive,investors
115,"['@halifaxbank', 'how', 'long', 'does', 'a', 'mobile', 'cheque', 'deposit', 'take', 'to', 'clear']",neutral,inquiry
116,"['@santanderukhelp', 'hi', 'i', 'have', 'tried', 'to', 'access', 'my', 'mobile', 'banking', 'app', 'this', 'morning', 'but', ""i'm"", 'presented', 'with', 'a', 'screen', 'saying', ""we've"", 'stopped', 'the', 'app', 'for', 'your', 'safety', 'it', 'also', 'mentions', 'my', 'phone', 'may', 'be', 'rooted', 'i', 'have', 'been', 'using', 'the', 'app', 'for', 'months', 'with', 'no', 'issues', 'until', 'today', 'please', 'help']",neutral,service - digital
117,"['@monzo', 'im', 'paid', 'by', 'bacs', 'but', 'my', 'money', 'only', 'appears', 'in', 'my', 'account', 'friday', 'morning', 'and', 'i', 'dont', 'get', 'it', 'early', 'is', 'there', 'a', 'cut', 'off', 'time', 'when', 'the', 'payment', 'has', 'to', 'be', 'processed/instruction', 'sent', 'to', 'the', 'bank', 'to', 'get', 'it', 'early']",neutral,inquiry
118,"['@halifaxbank', 'it', 'shows', '5pm', 'next', 'working', 'day', 'which', 'is', 'tomorrow']",neutral,inquiry
119,"['@halifaxbank', 'yes', 'it', 'seems', 'to', 'be', 'on', 'certain', 'occasions', 'the', 'contactless', 'just', 'doesnt', 'work', 'but', 'if', 'i', 'use', 'my', 'chip', '&amp', 'pin', 'itll', 'work', 'its', 'not', 'either', 'because', 'ive', 'used', 'contactless', 'in', 'a', 'short', 'space', 'of', 'time', 'just', 'tried', 'one', 'shop', 'and', 'it', 'wouldnt', 'work', 'then', 'the', 'next', 'it', 'was', 'fine']",negative,service - general
120,"['@revolutapp', 'i', 'sold', 'amc', 'shares', 'last', 'week', 'but', 'the', 'funds', 'still', ""hasn't"", 'been', 'transferred', 'to', 'my', 'wallet', 'yet', 'what', 'gives']",negative,service - general
121,"['@natwest_help', 'is', 'there', 'an', 'issue', 'with', 'your', 'biometrics', 'system', 'ive', 'been', 'locked', 'out', 'of', 'my', 'app', 'for', '5', 'times', 'today']",negative,service - digital
122,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', '@avalancheavax', '@traderjoe_xyz', '@alphafinancelab', '@zksync', '@argenthq', '@peckshield', '@kurt_m_barry', '@code4rena', '@immunefi', '@trailofbits', '@chainlink', '@curvefinance', '@mstable_', '@aaveaave', '@compoundfinance', '@iearnfinance', '@walletconnect', 'the', 'community', 'has', 'requested', 'features', 'enabling', 'higher', 'short-term', 'rewards', 'if', 'they', 'do', 'not', 'want', 'to', 'vest', '(e', 'g', 'option', 'to', 'get', '30%', 'of', 'rewards', 'and', 'give', 'up', '70%', 'to', 'other', 'token', 'holders)']",neutral,general
123,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', '@avalancheavax', '@traderjoe_xyz', '@alphafinancelab', '@zksync', '@argenthq', '@peckshield', '@kurt_m_barry', '@code4rena', '@immunefi', '@trailofbits', '@chainlink', '@curvefinance', '@mstable_', '@aaveaave', '@compoundfinance', '@iearnfinance', 'yearn', 'uses', 'a', 'greedy', 'allocator', 'algorithm', 'that', 'optimizes', 'for', 'yield', 'it', 'doesnt', 'try', 'to', 'compartmentalize', 'the', 'different', 'strategies', 'the', 'gro', 'protocol', 'vault', 'are', 'multi-asset', 'with', 'risk', 'tranching', 'and', 'risk', 'balancing']",neutral,crpyto
124,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', '@avalancheavax', '@traderjoe_xyz', '@alphafinancelab', '@zksync', '@argenthq', '@peckshield', '@kurt_m_barry', '@code4rena', '@immunefi', '@trailofbits', '@chainlink', '@curvefinance', '@mstable_', '@aaveaave', '@compoundfinance', 'are', 'they', 'a', 'fork', 'of', '@iearnfinance', 'v2', 'some', 'parts', 'of', 'their', 'code', 'are', 'derived', 'from', 'yearn', 'the', 'way', 'that', 'capital', 'is', 'allocated', 'between', 'different', 'strategies', 'is', 'different', 'from', 'yearn']",neutral,crpyto
125,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', '@avalancheavax', '@traderjoe_xyz', 'how', 'did', 'they', 'decide', 'to', 'go', 'with', '@avalancheavax', 'their', 'community', 'has', 'been', 'clamouring', 'for', 'avalanche', 'one', 'of', 'their', 'partners', '@alphafinancelab', 'is', 'launching', 'on', 'avalanche', 'https://t', 'co/dvevulvcen']",neutral,crpyto
126,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', '@avalancheavax', '@traderjoe_xyz', 'token', 'gating', 'at', 'launch', 'they', 'have', 'used', '500', 'gro', 'tokens', 'as', 'a', 'token', 'gate', 'wanted', 'to', 'make', 'sure', 'that', 'the', 'most', 'committed', 'dao', 'members', 'get', 'priority', 'access', 'to', 'the', 'high', 'yields', 'in', 'labs', 'will', 'be', 'experimenting', 'with', 'different', 'deposit', 'caps', 'for', 'labs', 'https://t', 'co/q8e9avravl']",neutral,crpyto
127,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', '@avalancheavax', '@traderjoe_xyz', 'when', '$avax', 'price', 'is', 'out', 'of', 'that', 'range', 'they', 'close', 'the', 'position', 'so', 'as', 'to', 'avoid', 'impermanent', 'loss', 'as', 'avax', 'price', 'goes', 'up', 'or', 'down', 'when', 'users', 'close', 'their', 'position', 'they', 'end', 'up', 'having', 'more', 'or', 'less', '$avax', 'than', 'when', 'they', 'initiated', 'the', 'position']",neutral,crpyto
128,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', 'it', 'also', 'comes', 'with', 'protection', 'if', 'any', 'of', 'the', 'underlying', 'stablecoins/protocols', 'fail', 'for', 'users', 'who', 'are', 'looking', 'for', 'a', 'higher', 'yield', 'they', 'have', 'vault', 'for', 'them']",neutral,crpyto
129,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', 'they', 'are', 'gearing', 'their', 'protocol', 'towards', 'higher', 'yielding', 'strategies', 'with', 'a', 'more', 'aggressive', 'risk', 'profile', 'for', 'users', 'who', 'are', 'risk-on', 'while', 'making', 'sure', 'those', 'who', 'prefer', 'lower', 'risk', 'can', 'still', 'use', 'pwrd']",neutral,crpyto
130,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', 'what', 'does', 'gro', 'mean', 'its', 'a', 'swedish', 'word', 'for', 'grow', 'its', 'also', 'the', 'french', 'word', 'for', 'fat', 'https://t', 'co/xzi8am9rvy']",neutral,crpyto
131,"['@groprotocol', '@cre8rdao', '@graadient', '@spotify', '@revolutapp', '@joyceyyc', 'jona', 'came', 'from', 'a', 'payments', 'background', 'recently', 'joined', 'gro']",neutral,crpyto
132,"['@groprotocol', '@cre8rdao', 'background', '@graadient', 'previously', 'he', 'led', 'new', 'market', 'growth', 'at', '@spotify', 'after', 'that', 'he', 'was', 'vp', 'growth', 'in', '@revolutapp', 'started', 'building', 'gro', 'protocol', '1', '5', 'years', 'ago', 'https://t', 'co/qfepxjabdl']",neutral,crpyto
133,"['my', 'wife', 'gets', 'a', 'new', 'credit', 'card', 'for', 'our', 'joint', 'account', 'she', ""can't"", 'add', 'it', 'to', 'the', 'wallet', 'on', 'her', 'phone', 'without', 'me', 'adding', 'it', 'first', 'bonkers', 'who', 'actually', 'worked', 'out', 'what', 'the', 'use', 'cases', 'were', 'help', 'of', 'course', 'is', 'provided', 'by', 'a', 'stunningly', 'useless', 'digital', 'assistant', '@natwest_help']",negative,service - digital
134,"['starting', 'soon:', '@hsbc_uk', 'financial', 'fitness', 'workshop', '3', 'borrowing', 'money', '&amp', 'understanding', 'interest', 'today', 'at', '1:30pm', 'evaluating', 'borrowing', 'saving', 'and', 'credit', 'card', 'options', 'sign', 'up', 'here:', 'https://t', 'co/kkfwfioh1a', 'nsmw22', '@nasma_uk']",positive,activism
135,"['@revolutapp', 'worst', 'experience', 'for', 'the', 'first', 'time', 'itself', 'unable', 'to', 'get', 'correct', 'account', 'and', 'response', 'for', 'open', 'issues']",negative,service - digital
136,"['@revolutapp', ""i'm"", 'ok', 'with', 'that', 'part', 'just', 'would', 'like', 'to', 'know', 'when', 'the', 'existing', 'card', 'i', 'still', 'use', 'will', 'be', 'cancelled', 'thanks']",negative,service - general
137,"['@natwest_help', 'trying', 'to', 'get', 'through', 'to', 'your', 'fraud', 'line', 'is', 'tremendously', 'slow', '15', 'minutes', 'and', 'counting']",negative,fraud
138,"['@monzo', 'hello', 'im', 'a', 'premium', 'customer', 'with', 'axa', 'travel', 'insurance', '-', 'is', 'there', 'a', 'way', 'to', 'get', 'a', 'certificate', 'for', 'my', 'insurance', 'please', 'that', 'confirms', 'im', 'covered', 'cant', 'seem', 'to', 'see', 'howthanks']",negative,service - digital
139,"['@revolutapp', 'i', 'will', 'send', 'some', 'money', 'to', 'some', 'of', 'the', 'poor', 'people', 'you', 'screwed', 'over', 'with', 'your', 'scammy', 'tactics']",negative,service - general
140,"['fay', 'jordan', 'from', '@barclaysuk', 'on', 'why', ""they're"", 'taking', 'virtual', 'connection', 'forward:', 'the', 'transition', 'to', 'online', 'has', 'been', 'a', 'big', 'shift', 'most', 'of', 'the', 'volunteering', 'we', 'did', 'was', 'face-to-face', 'but', ""it's"", 'definitely', 'brought', 'benefits', 'enabling', 'different', 'populations', 'in', 'the', 'business', 'to', 'take', 'part']",positive,activism
141,"['@halifaxbank', 'i', 'think', 'you', 'have', 'not', 'understood', 'my', 'previous', 'message', 'your', 'automated', 'system', 'automatically', 'hands', 'up', 'on', 'me', 'are', 'you', 'telling', 'me', 'to', 'keep', 'trying', 'to', 'call', 'a', 'system', 'that', 'tells', 'me', 'they', 'are', 'not', 'dealing', 'with', 'my', 'query', 'please', 'be', 'serious']",negative,service - digital
142,"['@natwest_help', 'bridgend', 'branch', 'closed', 'today', 'due', 'to', 'unforeseen', 'circumstances', 'it', 'was', 'clearly', 'foreseeable', 'waiting', 'to', 'happen', 'when', 'local', 'branches', 'permanently', 'closed', 'in', 'cowbridge', 'porthcawl', 'and', 'many', 'other', 'locations', 'around', 'bridgend', 'a', 'wasted', 'journey', 'for', 'me', 'today']",negative,service - general
143,"['@monzo', 'they', 'closed', 'my', 'account', 'because', 'i', 'won', 'a', 'bet', 'from', 'william', 'hill', 'they', 'asked', 'me', 'to', 'explain', 'why', 'i', 'had', 'such', 'a', 'high', 'amount', 'paid', 'in', 'theyre', 'ridiculous']",negative,service - general
144,"['co-op', 'bank', 'mortgage', 'lending', 'up', '185%', 'to', '2', '4bn', 'as', 'manchester', 'lender', 'returns', 'to', 'profit', 'and', 'looks', 'for', 'deals', '-northern', 'financial', 'review', 'https://t', 'co/be9xyfyse5', '@cooperativebank', 'manchester', 'mortgage', 'banks', '@tsb', '@sabadellpress', '@bancosabadell', '@virginmoneynews', '@tescobanknews', 'stocks', 'https://t', 'co/6xsvlasezi']",positive,investors
145,"['@halifaxbank', 'why', 'is', 'my', 'local', 'branch', 'closed', 'due', 'to', 'a', 'member', 'of', 'staff', 'being', 'in', 'contact', 'with', 'someone', 'that', 'has', 'tested', 'positive', 'for', 'covid', 'they', 'have', 'a', 'sign', 'telling', 'us', 'to', 'use', 'the', 'crewe', 'branch', 'which', 'is', 'a', '35', 'minute', 'drive', 'away', '1/3']",negative,service - general
146,"['hi', '@revolutapp', 'can', 'you', 'add', 'support', 'right', 'from', 'the', 'app', 'to', 'donate', 'to', 'ukraine', 'bank', 'to', 'help', 'them', 'adding', 'them', 'to', 'the', 'fundraisers', 'https://t', 'co/92sv8fwcsy']",neutral,inquiry
147,"['@santanderukhelp', 'i', 'need', 'urgent', 'help', 'can', 'someone', 'dm', 'me']",neutral,inquiry
148,"[""barclays'"", 'summer', 'and', 'off-cycle', 'internships', 'and', 'our', 'wide', 'range', 'of', 'graduate', 'schemes', 'are', 'great', 'opportunities', 'to', 'experience', 'the', 'world', 'of', 'finance', 'they', 'have', 'a', 'wide', 'range', 'of', 'opportunities', 'for', 'stem', 'students', 'and', 'graduates', 'on', 'their', 'gradcracker', 'hub', 'https://t', 'co/8iigfeu3zi', '@barclaysuk', 'https://t', 'co/2vbrgrhkwg']",positive,activism
149,"['@hsbc_uk', 'in', 'order', 'for', 'me', 'to', 'reply', 'i', 'need', 'assurances', 'this', 'will', 'be', 'fully', 'investigated', 'and', 'with', 'full', 'transparency', 'those', 'responsible', 'are', 'without', 'doubt', 'nothing', 'but', 'criminals', '3', 'years', 'of', 'fighting', 'your', 'bank', 'whilst', 'looking', 'after', 'my', 'terminally', 'ill', 'wife', 'all', 'this', 'when', 'your', 'bank', 'contacted', 'me']",negative,service - general
150,"['@halifaxbank', 'customer', '(dis)service', 'is', 'really', 'appalling', 'i', 'called', 'to', 'ask', 'for', 'help', 'restoring', 'access', 'agent', 'is', 'not', 'listening', 'keeps', 'interrupting', 'and', 'telling', 'me', 'to', 'use', 'password', 'reset', 'on', 'broken/non-working', 'halifax', 'website', 'i', 'have', 'not', 'seen', 'such', 'bad', 'customer', 'service', 'in', 'years']",negative,service - digital
151,"['@lloydsbank', 'multiple', 'retails', '&amp', 'no', 'messages', 'from', 'lloyds', ':)']",negative,service - general
152,"['@craigfoster13', '@monzo', 'same', 'mate']",neutral,general
153,"['@monzo', 'dodgy', 'company', 'to', 'work', 'for', 'wolf', 'in', 'sheeps', 'clothing']",negative,general
154,"['@lloydsbank', '@sammijayjax', 'hi', 'tony', 'we', 'are', 'also', 'having', 'this', 'problem', 'and', 'do', 'not', 'have', 'another', 'method', 'of', 'paying', 'salaries', 'is', 'there', 'an', 'email', 'address', 'or', 'any', 'other', 'way', 'to', 'contact', 'the', 'telepay', 'team']",negative,service - general
155,"[""i'm"", 'taking', 'out', 'the', 'money', 'from', '@revolutapp', 'as', 'they', ""haven't"", 'even', 'replied', 'if', 'the', 'accounts', 'can', 'get', 'frozen', 'because', 'of', 'the', 'war', 'and', 'lithuania', 'state', 'of', 'emergency']",negative,service - general
156,"['@halifaxbank', 'just', 'spoken', 'to', 'a', 'lovely', 'bloke', 'called', 'brandon', 'he', 'managed', 'to', 'sort', 'it', 'after', 'spending', 'some', 'time', 'investigating', 'it', 'rather', 'than', 'just', 'transferring', 'me', 'to', 'another', 'team', 'the', 'world', 'needs', 'more', 'brandons', 'bemorebrandon']",positive,service - general
157,"['@santanderukhelp', 'never', 'mind', '-', 'well', 'make', 'the', '48', 'mile', 'round', 'trip', '(one', 'of', 'the', 'reasons', 'the', 'account', 'is', 'being', 'closed)', 'to', 'a', 'branch', 'to', 'sort', 'it', 'out', 'santander', 'nolongerlocal']",negative,service - general
158,"['@chonimead', '@bankofscotbiz', '@lloydsbank', 'thank', 'you', ""i'm"", 'getting', 'nowhere']",negative,service - general
159,"['@lloydsbank', 'thanks', 'claire', 'is', 'there', 'another', 'option', 'a', 'one', 'off', 'email', 'we', 'can', 'send', 'the', 'information', 'to', 'so', 'someone', 'at', 'the', 'other', 'end', 'can', 'submit', 'it']",negative,service - general
160,"['@halifaxbank', 'the', 'staff', 'at', 'your', 'sidcup', 'branch', 'are', 'not', 'very', 'helpful', 'end', 'of', 'tweet']",negative,service - general
161,"['@revolutapp', 'followed']",neutral,general
162,"['@lloydsbank', 'can', 'we', 'change', 'submission', 'for', 'tomorrow', 'we', 'need', 'to', 'pay', 'staff', 'at', 'least', 'if', 'we', 'can', 'phone', 'through', 'tomorrow', 'it', 'will', 'be', 'a', 'day', 'late', 'this', 'can', 'have', 'a', 'big', 'impact', 'if', 'it', 'goes', 'beyond', 'a', 'day', 'there', 'should', 'be', 'a', 'back', 'up', 'in', 'place', 'for', 'these', 'situations']",negative,service - general
163,"['@jackhodlr', '@monzo', 'the', 'banking', 'system', 'is', 'corrupt', 'and', 'always', 'will', 'be']",negative,activism
164,"['@cooperativebank', 'thats', 'what', 'the', 'customer', 'did', 'but', 'has', 'now', 'received', 'phone', 'call', 'from', 'bank', 'asking', 'for', 'some', 'sort', 'of', 'security', 'number', 'customer', 'no', 'idea', 'what', 'or', 'where', 'that', 'is', 'cheque', 'books', 'used', 'to', 'be', 'sent', 'out', 'automatically', 'are', 'they', 'not', 'now']",negative,service - general
165,"['@santanderukhelp', 'again', 'and', 'again', 'im', 'left', 'waiting', 'on', 'a', 'helpline', 'the', 'record', 'is', 'i', 'hour', '40', 'so', 'far', 'today', 'its', '40mins', 'whats', 'going', 'on', 'betterthingstodo']",negative,service - general
166,"['@santanderukhelp', 'tried', 'to', 'pay', 'somebody', 'online', 'and', 'online', 'banking', 'has', 'locked', 'me', 'out', 'and', ""i've"", 'been', 'on', 'hold', 'for', '20', 'minutes', 'now', 'i', ""can't"", 'hold', 'for', 'much', 'longer', 'and', 'really', 'need', 'access', 'to', 'my', 'accounts']",negative,service - digital
167,"['@santanderukhelp', 'does', 'santander', 'only', 'operate', 'online', 'only', 'no', 'one', 'answers', 'the', 'phone']",negative,service - digital
168,"['@philskyross1962', '@lloydsbank', 'typical', 'of', 'what', 'happens', 'these', 'days', 'hope', 'you', 'get', 'it', 'sorted', 'soon']",negative,service - general
169,"['@santanderukhelp', 'ordered', '21', 'january', 'ordered', 'again', '7', 'february', 'this', 'is', 'for', 'a', 'savings', 'account', 'which', 'cannot', 'be', 'printed', 'from', 'online', 'banking']",negative,service - digital
170,"['@monzo', 'paid', 'off', 'and', 'closed', 'my', 'overdraft', 'at', 'long', 'last', 'today', 'https://t', 'co/2p4oqpanlr']",negative,service - general
171,"['@monzo', 'it', 'helps', 'to', 'snitch', 'out', 'those', 'asking', 'for', 'child', 'fare', 'on', 'the', 'bus', 'as', 'well', 'seeing', 'as', 'you', 'have', 'to', 'be', 'over', '16', 'to', 'have', 'one']",negative,service - general
172,"['@santanderukhelp', 'not', 'good', 'enough', 'im', 'afraid', 'you', 'are', 'losing', 'out', 'on', 'a', 'mortgage', 'application']",negative,service - general
173,"['@sandraa49197391', '@lloydsbank', 'hi', 'sandra', '-', 'not', 'looking', 'good', 'tbh', '-', ""it's"", 'a', 'complete', 'shambles', 'and', 'lloyds', 'should', 'be', 'ashamed', 'of', 'themselves', 'in', 'all', 'our', 'home', 'purchases', 'this', 'has', 'never', 'happened', 'before', 'usually', 'move', 'out', 'of', 'one', 'and', 'into', 'the', 'next', 'early', 'afternoon', 'the', 'same', 'day', 'goodness', 'knows', 'what', 'is', 'going', 'on', 'got', 'a', 'tent']",negative,service - general
