text,bank,sentiment,label,,bank,sentiment,label
@RevolutApp Can I send to Ukraine?,,,,,,,
@3ukow5k1 @RevolutApp It didn't bother you before it was owned by a Russian oligarch?,,,,,,,
"@HalifaxBank is there an issue with making payments to accounts with a different bank? Transferred some money, it’s showing as coming out of my account but it’s not showing in the recipient’s account. Faster Payment used so should be with them.",,,,,,,
"@BBCNews Old fashioned banks that can’t keep up with the ever changing IT world. To slow to adjust and update their systems and tech. Just a relief we have modern, tech focused banks like @monzo now 👍",,,,,,,
"@jonnohopkins @BBCNews @monzo Nope, missed that 🤷🏻",,,,,,,
"@santanderukhelp Hi, How long would it take for me to get my account number and sort code if I open my account in the bank branch? I'm in Scotland.",,,,,,,
"@NatWest_Help Can some one help with trying to get hold of child trust fund , waiting two months to get child’s money which is their is a disgrace and no customer service …",,,,,,,
"@ChloesPJs @monzo @AskNationwide I bloody love Monzo. Best bank for trans folk by far. Barclays want me to go into branch with my deed poll and ID, Monzo just sorted the name change immediately over chat.",,,,,,,
"@LloydsBank Distressing after my mother-in-law’s death on 1/1/22 that although we keep uploading the required documents, Lloyds can’t find them after the second time of uploading them and are obstructing the legal duty of us as executors to settle her will",,,,,,,
@HSBC_UK Thanks I have done.,,,,,,,
@santanderukhelp The very point is trying to set up online banking and not being able to do it! My father in law is terminally Ill and this is your advice? An hour and a half wait due to increased customer contact? Disgraceful response,,,,,,,
@LloydsBank Not helpful at all,,,,,,,
"@tanyajunghans @RevolutApp Hi

What are they fees like?",,,,,,,
"@PaulTubb1 @CliveWismayer @HSBC_UK The AML and KYC bollocks I'm dealing with now re: my UK occupational pension.

I should have merely said this:

""Where did you get the money, Mr Dembinski?""

""I was manager of large state agro-fertilizer collective when it became private enterprise.""

""Oh, well that's OK then"".",,,,,,,
@santanderukhelp Well i spoke to you lot on the phone and that was useless ignorance towards someone struggling with cancer is shocking I’m sure if she owed you money you not be slow in getting in touch!,,,,,,,
Trying to open an @StarlingBank business account is proving to be more hassle than I’m willing to deal with.,,,,,,,
"@RBS_Help 

It’s taken more than 3 hours with RBS to get to the point where they can’t find any record of a bank card they have issued to me. 

4 days and still trying to get help before I just transfer all the balance out and close this account down https://t.co/uz6WHVzVJt",,,,,,,
@RevolutApp Thank you. 👍,,,,,,,
"@Deeks_Geek @RevolutApp Maybe they could answer specific to your needs but for me, the SA bank took money off, not Revolut.",,,,,,,
"@santanderukhelp Hi, I'm trying to stop an accidental transfer. I made this morning holding on to the select line for over 30 minutes now. Please can you help urgently",,,,,,,
@RevolutApp I am not a Revolut customer. The person who is has contacted your team. They have highlighted all transfer details are correct yet funds not received.,,,,,,,
@CooperativeBank now been on 40 mins to try and retrieve missing statements for my accountant! This is the 2nd time I have called you today! I was cut off after 45 mins last call! Can anyone help?! https://t.co/3XuJu7RxKF,,,,,,,
"@RevolutApp Ukrainians have found a way to save you from anti-Russian sanctions 😻 How you liking your new card design? 🔥🔥🔥
#revolut #russiansanctions #UkraineInvasion https://t.co/bHs6LC5TM3",,,,,,,
"@NatWest_Help @RBS_Help 1 hour 30 minutes and the phone went dead , what is going on. He has no time to try again.",,,,,,,
@santanderukhelp santander customer are awful they refuse to help with a fraud payment they also refuse to put me through to the complaints team meanwhile i'm out of pocket,,,,,,,
"@HalifaxBank As advised via DM, I tried to use your app for my query. If the VA was human it'd be sectioned. Not waiting for 20 mins on the phone either. About to time-travel back, fire up Word and write a letter to see if that works. #useless",,,,,,,
"@NatWest_Help - still trying to verify a credit card for Apple Pay. Message says call you. Call you and that says don’t call us, use the App. Now waiting in a ‘queue’ for over 40 minutes on Chat.  Why is it so difficult???",,,,,,,
@LloydsBank How can I speak to someone on the telephone? The service I need is not available online,,,,,,,
@santanderukhelp Thank you. 👍,,,,,,,
Customers from @RevolutApp have donated over €1 million euro to the Ukrainian red cross appeal since it was enabled on Friday. https://t.co/It1XGpT3ve,,,,,,,
@tanyajunghans @RevolutApp IF ONLY Revolut was also this fast to allow BTC withdrawls.....,,,,,,,
"@gaz_short81 @EmmelineHartley @HSBC_UK Hello Gary, I'm an assistant producer for Britespark Films and we're making a documentary on the rise of scam text messages. I'd love to chat with you about your recent experience. Please DM or email me at janine.trafford@britesparkfilms.com. Best, Janine",,,,,,,
"@santanderukhelp FFS I got cut off by your call handler 

Shambles absolute Shambles",,,,,,,
@HSBC_UK We need our commercial card un freezing. Your phone lines are a joke,,,,,,,
"@HSBC_UK Fantastic, thanks a lot!",,,,,,,
@HalifaxBank Online personal account was locked for no reason when setting up a new payee. Had to call to try and sort. Now been on hold for 50 mins so far. spoke to 2 people at 20 min intervals only to be put back in the hold queue. Can a call back be arranged rather than hold?,,,,,,,
"@HalifaxBank Complaint form already submitted. It takes 4 to 8 weeks! 
I need my mortgage bank details and the mortgage payment to move to my pay day! is that difficult 😕 🤔 to manage?",,,,,,,
@LloydsBank On hold for 30 minutes. No explanation. No replies to my direct message since April 2020…,,,,,,,
@LloydsBank can you please check your DMs ? thanks,,,,,,,
@santanderukhelp Can I have more than one Every day savings account? And can I just apply for another one on my banking app?,,,,,,,
@RevolutApp be aware #Revolut May suspend your account without explaining any reasons for that. Last week: suspended twice. Wasn't able to use my card and the Metal benefits on my birthday. Maybe my Russian sur/name is the problem?! 😳 @NStoronsky #RevolutMetal,,,,,,,
Hi @NatWest_Help I have a new phone and am trying to set up the app on the phone however the activation code isn’t being sent to my phone despite the number being correct? Please help!,,,,,,,
"Fixed after 4 days.

With zero assistance from @RBS_Help team here, except for the exchange of a few messages so far apart from each other, with no real value to resolving the issue.",,,,,,,
".@LloydsBank wants to increase its digitally active customers by more than 10% by 2024 to in excess of 20 million customers, leaning into its data and analytics capability to deliver personalised engagement, offers and pricing.

https://t.co/EDpZCdHhEr",,,,,,,
"@HalifaxBank I did and then got cut off while waiting. Really, I'll write - it really will be quicker.",,,,,,,
@RBS_Help I think I paid into a RBS pension for 2 years some 35 years ago how can I check ?  .,,,,,,,
"@JaYmZltd @HalifaxBank @cryptocom 🐈Welcome to TheCatWorld🐈 
 
🎮👾Next big gaming project in bsc🎮👾

✅Make 2022 your year and join us
🚀🪐 Prepare for lift off 🚀🪐
🚨 #NFTs  
🚨#STAKING 
🚨 #Rewards
🚨 #Dapps  

🎮Presale on 3rd March at 6 pm utc

Hc : 250Bnb
Sc : 150Bnb
Tg : https://t.co/wjNKp2lGk1",,,,,,,
@santanderukhelp our isas mature end of March 2022 and we wish to cash them in - do we have to do anything or is the money automatically transferred to the Santander current account,,,,,,,
@pawmalon @RevolutApp @irishredcross The CTO is Ukrainian.,,,,,,,
@MartinGilbert83 @NStoronsky guys I've been waiting an almost a week for this resolution and not getting anywhere !!! I am getting a bot on chat explaining the same thing that someone will get back to me but no one is ? Has @RevolutApp having liquidity issues ? @ecb,,,,,,,
"@JcFlore72359181 @HSBC_UK I'm not going to give my credentials to anyone, thanks but no thanks",,,,,,,
@HSBC_UK Done,,,,,,,
@santanderukhelp Not acceptable. An hour and a half and still to not get through to someone is just madness so still unresolved! Pathetic,,,,,,,
"@adadithya Not any unique policy that I can think of but, @HSBC masters in executing all their employee centric policies really well to the last tier. 
That literally enhanced my productivity and efficiency at work by 40-50%, during my 1 year association with @HSBC_UK",,,,,,,
"@HSBC_UK The video is to show everyone how impossible it is to speak to a human at HSBC.  I gave up, I phoned instead, I waited 25 minutes and was told that I couldn't make a payment because of ""a glitch"", no resolution whatsoever.",,,,,,,
@monzo do you provide LISA’s? Can’t see the option to open one in the app,,,,,,,
@tink SIX months and your API linking @TSB and @Xero is woefully inadequate. What's the latest with getting this sorted? @Xero don't have a clue. Perhaps you do?,,,,,,,
@CooperativeBank Please reply quickly as I’m worried security has been compromised,,,,,,,
"@CooperativeBank please let me know if you have a formal complaint registered from ourselves.
Martin your advisor rang me back and tried to get the second two digits of my password and I’m worried about fraud",,,,,,,
@RevolutApp  Hi there. I'd like to close my account due to the fact that in Colombia isn't available your service. How can I do that if I can't even set up the passcode?,,,,,,,
@santanderukhelp Will do. Thanks,,,,,,,
"@daveyboydanger @CooperativeBank It’s an absolute nightmare Dave! 
Nearly 2 hours on the phone and no further on. All we want to do is use our card online 😡
Loyalty to @CooperativeBank can’t last much longer.
They ask you to DM them publicly but then don’t reply",,,,,,,
"@HalifaxBank Good afternoon, could you tell me if my local branch are able to certify a copy of my birth certificate?",,,,,,,
"@HalifaxBank Apologies, my mistake. But in my defence, the print quality on the letter isn't great. Anyway, I've completed the form and it's gone through so all sorted. Thank-you.",,,,,,,
"@RBS_Help Why DM, No need now for assistance… I wanted that in branch..",,,,,,,
"@RevolutApp my friend has just been the victim of a phone scam involving your company. @Barclays have advised her to contact your urgently and we’re trying to, but you only have chat support. Please advise ASAP",,,,,,,
"@santanderukhelp I’ve just spent an hour on hold with your security team because there’s a block on my joint savings account - he said he wasn’t sure why the back office have blocked it, and he doesn’t know how long it’ll take. I have money in there that I can’t transfer out?",,,,,,,
"There will be Careers in Finance presentation from @HSBC_UK as well as live virtual broadcasts from the Film &amp; TV, Hospitality and Law sectors throughout the week.
 
BBC Bitesize has a dedicated Careers page with a range of useful resources: https://t.co/gvOErPB8c9",,,,,,,
"@CooperativeBank You repaid me 10k in over charges on my business. 
Ethical my arse.",,,,,,,
@KatieHepworth1 @HSBC_UK I’ll see if I can get a call back - I can’t take any more of the hold message!!!,,,,,,,
"@RevolutApp Ohh okay thanks for you kind reply.

Revolut is the best bank in the world❤️",,,,,,,
"@santanderukhelp No, he said he couldn’t tell me how long.",,,,,,,
@RevolutApp can’t get into account. Please help urgent,,,,,,,
I spent over an hour @NatWest_Help St Annes trying to get an important matter resolved. It is still not resolved and I am regretting switching my account to you.,,,,,,,
"@RevolutApp Thank you. 
I know it makes sense, that's why I spent ages making sure I wasn't missing the setting in the app. Thanks for the response 👍",,,,,,,
@whytemetal @LloydsBank @LloydsBank are a failed service to the community. They treat their customers like they are doing them a favor. They are neither trustworthy nor dependable? Their cynical adverts are untrue and pathetic. Take your custom to a reasonable business.#ByYourSide,,,,,,,
What's happened to the payment system @AskNationwide and @StarlingBank? Can't send or receive anything.,,,,,,,
Had to go to @NatWest_Help in St Annes. It was a totally different experience today from a month ago. A complete customer service fail today. The staff member was just not hearing what I was telling them and was intent on getting me out the door.,,,,,,,
"Still waiting at 48 minutes @santanderukhelp, @santanderukbiz , surely good business would be to offer to call me back rather enraging customers who need business support! https://t.co/uJtiIFrMz8",,,,,,,
@TSB DM sent,,,,,,,
"dear @monzo @CoinbaseSupport @coinbase @BBCNews @bbclaurak I ask please for help, the above cryptocurrencies companies have stolen my small amount of money from me. I ask please for any help. so incredibly depressed I feel and sad. I ask please for help",,,,,,,
@SJLheating @CooperativeBank We do!,,,,,,,
@TSB When are you going to improve the search/export functionality!? 90days is useless - and even if you must keep that - then design the date picker better to select 90 days for you - it's just rubbish,,,,,,,
